"company_name","primary_state","confidence","reason","provider","slug","source_url","tracked_in_sources_csv","source_status","bucket_last_run","role_count_active","jobs_listed","jobs_relevant","jobs_inserted","jobs_skipped_old","jobs_skipped_irrelevant","fetch_failed","registry_source_kind","recommended_next_action","source_files_used"
"Apptronik","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","apptronik","https://boards.greenhouse.io/apptronik","true","auto","irrelevant_only","","51","0","0","0","51","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Arxroboticsgmbh","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","arxroboticsgmbh","https://boards.greenhouse.io/arxroboticsgmbh","true","auto","productive","","33","27","0","0","6","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Attorneysfriedfrankharrisshriverjacobsonllp","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","attorneysfriedfrankharrisshriverjacobsonllp","https://boards.greenhouse.io/attorneysfriedfrankharrisshriverjacobsonllp","true","auto","irrelevant_only","","13","0","0","0","13","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Aurorainnovation","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","aurorainnovation","https://boards.greenhouse.io/aurorainnovation","true","auto","productive","","179","8","0","0","171","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Axogen","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","axogen","https://boards.greenhouse.io/axogen","true","auto","irrelevant_only","","20","0","0","0","20","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Axon","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","axon","https://boards.greenhouse.io/axon","true","auto","productive","","535","49","0","0","486","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Botauto","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","botauto","https://boards.greenhouse.io/botauto","true","auto","irrelevant_only","","18","0","0","3","15","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Brightai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","brightai","https://boards.greenhouse.io/brightai","true","auto","productive","","10","3","0","3","4","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Coalition","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","coalition","https://boards.greenhouse.io/coalition","true","auto","irrelevant_only","","28","0","0","0","28","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Codalinc","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","codalinc","https://boards.greenhouse.io/codalinc","true","auto","irrelevant_only","","24","0","0","0","24","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Corelight","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","corelight","https://boards.greenhouse.io/corelight","true","auto","irrelevant_only","","32","0","0","0","32","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Coreweaveu","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","coreweaveu","https://boards.greenhouse.io/coreweaveu","true","auto","irrelevant_only","","37","0","0","0","37","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Cti","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","greenhouse","cti","https://boards.greenhouse.io/cti","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Cyware","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","cyware","https://boards.greenhouse.io/cyware","true","auto","irrelevant_only","","1","0","0","0","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Density","source_fetch_failed","high","source_performance_fetch_failed_true; underlying_ats_supported_by_daily_sync","greenhouse","density","https://boards.greenhouse.io/density","true","auto","fetch_failed","","0","0","0","0","0","true","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Dropbox","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","dropbox","https://boards.greenhouse.io/dropbox","true","auto","irrelevant_only","","108","0","0","0","108","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ebury","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","ebury","https://boards.greenhouse.io/ebury","true","auto","irrelevant_only","","246","0","0","0","246","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Eositsolutions","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","eositsolutions","https://boards.greenhouse.io/eositsolutions","true","auto","irrelevant_only","","140","0","0","0","140","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Zipline","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","flyzipline","https://boards.greenhouse.io/flyzipline","true","auto","productive","","194","181","1","0","13","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Freedomofthepressfoundation","source_fetch_failed","high","source_performance_fetch_failed_true; underlying_ats_supported_by_daily_sync","greenhouse","freedomofthepressfoundation","https://boards.greenhouse.io/freedomofthepressfoundation","true","auto","fetch_failed","","0","0","0","0","0","true","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Gatherai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","gatherai","https://boards.greenhouse.io/gatherai","true","auto","productive","","28","25","0","0","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Gatikaiinc","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","gatikaiinc","https://boards.greenhouse.io/gatikaiinc","true","auto","productive","","59","54","0","0","5","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Glydways","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","glydways","https://boards.greenhouse.io/glydways","true","auto","irrelevant_only","","23","0","0","0","23","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Goodman","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","goodman","https://boards.greenhouse.io/goodman","true","auto","irrelevant_only","","26","0","0","9","17","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Hatchcareers","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","hatchcareers","https://boards.greenhouse.io/hatchcareers","true","auto","irrelevant_only","","3","0","0","1","2","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Indiecampers","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","indiecampers","https://boards.greenhouse.io/indiecampers","true","auto","productive","","816","5","0","0","811","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Intrinsicrobotics","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","intrinsicrobotics","https://boards.greenhouse.io/intrinsicrobotics","true","auto","irrelevant_only","","33","0","0","0","33","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Isaraerospace","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","isaraerospace","https://boards.greenhouse.io/isaraerospace","true","auto","irrelevant_only","","87","0","0","0","87","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"K2spacecorporation","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","k2spacecorporation","https://boards.greenhouse.io/k2spacecorporation","true","auto","irrelevant_only","","132","0","0","31","101","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Kao","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","kao","https://boards.greenhouse.io/kao","true","auto","irrelevant_only","","43","0","0","6","37","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Leolabsinc","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","leolabsinc","https://boards.greenhouse.io/leolabsinc","true","auto","irrelevant_only","","18","0","0","0","18","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Locusrobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","locusrobotics","https://boards.greenhouse.io/locusrobotics","true","auto","irrelevant_only","","19","0","0","1","18","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Make","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","make","https://boards.greenhouse.io/make","true","auto","irrelevant_only","","10","0","0","0","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Manticoregames","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","greenhouse","manticoregames","https://boards.greenhouse.io/manticoregames","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Mongodb","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","mongodb","https://boards.greenhouse.io/mongodb","true","auto","productive","","431","2","0","0","429","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Morsecorp","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","morsecorp","https://boards.greenhouse.io/morsecorp","true","auto","productive","","33","5","0","11","17","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Msgentertainmentholdingsllc","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","msgentertainmentholdingsllc","https://boards.greenhouse.io/msgentertainmentholdingsllc","true","auto","irrelevant_only","","58","0","0","0","58","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Nooks","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","nooks","https://boards.greenhouse.io/nooks","true","auto","irrelevant_only","","17","0","0","0","17","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ocadogroup","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","ocadogroup","https://boards.greenhouse.io/ocadogroup","true","auto","irrelevant_only","","56","0","0","0","56","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Opensesame","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","opensesame","https://boards.greenhouse.io/opensesame","true","auto","irrelevant_only","","13","0","0","0","13","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Openzeppelin","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","openzeppelin","https://boards.greenhouse.io/openzeppelin","true","auto","irrelevant_only","","3","0","0","0","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Outpostspace","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","outpostspace","https://boards.greenhouse.io/outpostspace","true","auto","irrelevant_only","","19","0","0","0","19","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Owkin","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","greenhouse","owkin","https://boards.greenhouse.io/owkin","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Pathai","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","pathai","https://boards.greenhouse.io/pathai","true","auto","irrelevant_only","","11","0","0","1","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Peakenergy","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","peakenergy","https://boards.greenhouse.io/peakenergy","true","auto","irrelevant_only","","35","0","0","0","35","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Phdata","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","phdata","https://boards.greenhouse.io/phdata","true","auto","irrelevant_only","","43","0","0","0","43","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Prenuvo","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","prenuvo","https://boards.greenhouse.io/prenuvo","true","auto","irrelevant_only","","45","0","0","0","45","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Purposemed","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","purposemed","https://boards.greenhouse.io/purposemed","true","auto","irrelevant_only","","11","0","0","0","11","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Relativity","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","relativity","https://boards.greenhouse.io/relativity","true","auto","irrelevant_only","","298","0","0","0","298","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ridgeline","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","ridgeline","https://boards.greenhouse.io/ridgeline","true","auto","irrelevant_only","","59","0","0","0","59","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Rvi","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","rvi","https://boards.greenhouse.io/rvi","true","auto","productive","","11","1","0","0","10","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Salsify","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","salsify","https://boards.greenhouse.io/salsify","true","auto","irrelevant_only","","16","0","0","0","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Saltsecurity","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","saltsecurity","https://boards.greenhouse.io/saltsecurity","true","auto","irrelevant_only","","5","0","0","2","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Samsara","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","samsara","https://boards.greenhouse.io/samsara","true","auto","irrelevant_only","","392","0","0","0","392","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sesai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","sesai","https://boards.greenhouse.io/sesai","true","auto","productive","","53","16","0","0","37","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Skylotechnologies","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","skylotechnologies","https://boards.greenhouse.io/skylotechnologies","true","auto","irrelevant_only","","28","0","0","0","28","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Slice","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","slice","https://boards.greenhouse.io/slice","true","auto","irrelevant_only","","48","0","0","0","48","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Smartwarehousing","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","smartwarehousing","https://boards.greenhouse.io/smartwarehousing","true","auto","irrelevant_only","","10","0","0","0","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Spacex","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","spacex","https://boards.greenhouse.io/spacex","true","auto","productive","","1557","3","0","0","1554","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tetra","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","greenhouse","tetra","https://boards.greenhouse.io/tetra","true","auto","old_only","","3","0","0","3","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Thenuclearcompany","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","thenuclearcompany","https://boards.greenhouse.io/thenuclearcompany","true","auto","irrelevant_only","","36","0","0","0","36","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Togetherwork","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","togetherwork","https://boards.greenhouse.io/togetherwork","true","auto","irrelevant_only","","53","0","0","0","53","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Trueanomalyinc","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","trueanomalyinc","https://boards.greenhouse.io/trueanomalyinc","true","auto","productive","","158","1","0","0","157","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Umojabiopharma","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","umojabiopharma","https://boards.greenhouse.io/umojabiopharma","true","auto","irrelevant_only","","19","0","0","0","19","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Vatnsystems","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","vatnsystems","https://boards.greenhouse.io/vatnsystems","true","auto","irrelevant_only","","16","0","0","0","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Veracode","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","veracode","https://boards.greenhouse.io/veracode","true","auto","irrelevant_only","","30","0","0","1","29","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Veriff","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","veriff","https://boards.greenhouse.io/veriff","true","auto","irrelevant_only","","29","0","0","0","29","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Vrmnjretina","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","vrmnjretina","https://boards.greenhouse.io/vrmnjretina","true","auto","irrelevant_only","","1","0","0","0","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Wavexr","source_fetch_failed","high","source_performance_fetch_failed_true; underlying_ats_supported_by_daily_sync","greenhouse","wavexr","https://boards.greenhouse.io/wavexr","true","auto","fetch_failed","","0","0","0","0","0","true","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Wizeline","needs_manual_review","medium","mixed_age_and_relevance_exclusion","greenhouse","wizeline","https://boards.greenhouse.io/wizeline","true","auto","irrelevant_only","","61","0","0","11","50","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Woolpert","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","woolpert","https://boards.greenhouse.io/woolpert","true","auto","productive","","109","1","0","0","108","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Zone5technologies","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","zone5technologies","https://boards.greenhouse.io/zone5technologies","true","auto","productive","","73","71","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"360learning","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","360learning","https://jobs.lever.co/360learning","true","auto","irrelevant_only","","44","0","0","28","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"90seconds","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","90seconds","https://jobs.lever.co/90seconds","true","auto","irrelevant_only","","5","0","0","4","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Achievers","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","achievers","https://jobs.lever.co/achievers","true","auto","productive","","18","1","0","3","14","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Aeva","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","aeva","https://jobs.lever.co/aeva","true","auto","irrelevant_only","","40","0","0","26","14","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Agerpoint","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","Agerpoint","https://jobs.lever.co/Agerpoint","true","auto","old_only","","1","0","0","1","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ajax","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","ajax","https://jobs.lever.co/ajax","true","auto","irrelevant_only","","238","0","0","89","149","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Aleph","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","aleph","https://jobs.lever.co/aleph","true","auto","irrelevant_only","","100","0","0","30","70","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Anavationllc","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","anavationllc","https://jobs.lever.co/anavationllc","true","auto","irrelevant_only","","47","0","0","13","34","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Anybotics","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","anybotics","https://jobs.lever.co/anybotics","true","auto","productive","","21","1","0","11","9","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Applydigital","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","applydigital","https://jobs.lever.co/applydigital","true","auto","irrelevant_only","","37","0","0","14","23","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Aquabyte","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","aquabyte","https://jobs.lever.co/aquabyte","true","auto","irrelevant_only","","14","0","0","6","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Arraylabs.Io","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","arraylabs.io","https://jobs.lever.co/arraylabs.io","true","auto","irrelevant_only","","27","0","0","12","15","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Audinate","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","lever","audinate","https://jobs.lever.co/audinate","true","auto","productive","","2","1","0","0","1","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Autoroboto","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","autoroboto","https://jobs.lever.co/autoroboto","true","auto","old_only","","11","0","0","11","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Beta","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","beta","https://jobs.lever.co/beta","true","auto","irrelevant_only","","3","0","0","2","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Boxbot","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","lever","boxbot","https://jobs.lever.co/boxbot","true","auto","old_only","","6","0","0","6","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Brightmachines","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","lever","brightmachines","https://jobs.lever.co/brightmachines","true","auto","irrelevant_only","","28","0","0","0","28","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"C12qe","needs_manual_review","medium","mixed_age_and_relevance_exclusion","lever","c12qe","https://jobs.lever.co/c12qe","true","auto","irrelevant_only","","8","0","0","1","7","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
